Study	Method	Genus	Species	Calibration material	Wood porosity	Diameter	k	SFD	Granier
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.213001643	10.11764706	6.383941176
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.217932654	10.19605882	6.566352941
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.218752237	10.58823529	6.596764706
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.230958345	8.627470588	7.052764706
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.233380905	8.470588235	7.143941176
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.239013228	8.549	7.356764706
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.240615708	8.705882353	7.417529412
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.23821028	9.098058824	7.326352941
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.239814002	9.725470588	7.387117647
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.239814002	9.333352941	7.387117647
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.243814854	9.098058824	7.539117647
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.249391359	9.176470588	7.751941176
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.247800598	8.235294118	7.691117647
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.254148157	8.313705882	7.934352941
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.254148157	8.862764706	7.934352941
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.256518077	8.862764706	8.025529412
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.257307435	8.941176471	8.055941176
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.254148157	9.803941176	7.934352941
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.256518077	9.568647059	8.025529412
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.262030407	9.568647059	8.238352941
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.26673228	9.333352941	8.420705882
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.276082301	9.333352941	8.785529412
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.279182167	9.568647059	8.907117647
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.281502976	9.803941176	8.998352941
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.236602504	10.50982353	7.265529412
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.239013228	10.82352941	7.356764706
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.245411562	10.74511765	7.599941176
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.246209016	10.19605882	7.630352941
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.246209016	11.451	7.630352941
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.25256435	11.21570588	7.873529412
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.256518077	11.05882353	8.025529412
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.264383758	10.43135294	8.329529412
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.265950982	10.90194118	8.390352941
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.267514563	11.13723529	8.451117647
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.272974374	11.05882353	8.663941176
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.269077546	10.74511765	8.511941176
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.269858251	10.50982353	8.542352941
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.272974374	10.50982353	8.663941176
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.275305705	10.03923529	8.755117647
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.270636926	9.882352941	8.572705882
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.265950982	9.803941176	8.390352941
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.264383758	10.11764706	8.329529412
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.279956263	10.27452941	8.937529412
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.277633983	10.35294118	8.846352941
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.290738165	9.803941176	9.363117647
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.315047302	9.960764706	10.33594118
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.316551067	9.960764706	10.39670588
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.291505055	11.13723529	9.393529412
Sperling et al. 2012	TD	Phoenix	Phoenix datylifera	whole plant	Monocot	60	0.282274102	11.52941176	9.028705882
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.068352552	0.597212821	1.575551282
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.080600984	0.914312821	1.929987179
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.101398675	1.153197436	2.560207692
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.098851589	1.587561538	2.481271795
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.076560136	1.585612821	1.811576923
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.062733271	1.544958974	1.417651282
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.042045465	1.187776923	0.866258974
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.054089942	1.860338462	1.181179487
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.051135192	2.255192308	1.102258974
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.01846028	1.976341026	0.314476923
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.038889235	2.807384615	0.786917949
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.042026862	2.570564103	0.865787179
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.049641426	2.571153846	1.06275641
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.052607231	2.847923077	1.141448718
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.054071914	3.282641026	1.180694872
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.049630723	3.400820513	1.062474359
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.064122112	3.481	1.456384615
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.07382115	3.521307692	1.732128205
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.073824434	3.24474359	1.732223077
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.069708279	3.046846154	1.614107692
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.06832734	2.691153846	1.574835897
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.072466527	2.493964103	1.693084615
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.087205094	2.3767	2.12645641
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.073838904	2.019976923	1.732641026
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.089824892	2.021353846	2.205366667
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.073848668	1.1903	1.732923077
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.054108542	0.398525641	1.181679487
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.043606482	0.121162564	0.906017949
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.058455022	1.189038462	1.299592308
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.037326923	0.871364103	0.748184615
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.034090915	1.582287179	0.66915641
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.008334462	0.079361026	0.118154359
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.02034352	0.356607692	0.354423077
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.030806646	0.594346154	0.590705128
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.038916923	0.792461538	0.787607692
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.048161502	1.030202564	1.023889744
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.06834207	1.4664	1.575253846
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.040475836	1.898815385	0.826623077
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.010503472	1.462271795	0.157076154
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.008314371	1.106582051	0.117803846
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.008321324	0.751005128	0.117925128
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.023949597	0.159295128	0.433276923
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.110176922	1.865153846	2.835717949
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.106427987	2.220384615	2.717410256
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.121240229	2.063728205	3.190205128
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.130882943	2.025135897	3.505358974
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.133264033	2.380941026	3.584025641
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.10516504	2.970923077	2.677769231
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.116344065	2.813923077	3.032358974
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.092403134	3.799461538	2.283546154
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.077879796	4.153769231	1.850092308
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.085868362	4.312512821	2.086402564
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.09109498	4.787051282	2.243815385
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.098813581	5.024794872	2.480097436
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.111384479	5.065461538	2.874025641
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.102631012	4.155948718	2.598564103
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.12243182	4.276307692	3.228846154
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.133248543	3.88225641	3.583512821
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.130866611	3.605487179	3.504820513
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.11633847	3.327538462	3.032179487
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.124864419	3.209820513	3.308
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.13563225	3.052820513	3.662589744
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.148532764	2.738	4.096025641
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.148527476	3.291128205	4.095846154
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.15660336	3.015358974	4.371692308
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.167972915	3.056025641	4.765615385
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.163450942	2.620974359	4.608179487
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.18138899	2.859871795	5.238410256
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.12965747	4.830128205	3.465
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.132044459	5.106923077	3.543692308
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.123630983	5.501205128	3.267820513
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.155432377	5.34625641	4.331487179
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.163419172	5.900179487	4.607076923
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.156571275	6.215564103	4.370589744
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.164546496	6.611435897	4.646230769
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.179129644	7.008025641	5.158205128
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.156587691	4.595717949	4.371153846
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.156590676	4.319153846	4.37125641
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.164573052	3.845846154	4.647153846
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.1702153	4.043974359	4.844051282
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.171340876	3.846538462	4.883512821
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.178043863	4.242307692	5.11974359
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.178052556	3.373128205	5.120051282
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.19348016	3.532769231	5.671512821
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.188001278	3.769230769	5.474461538
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.197831193	4.007333333	5.828923077
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.197826244	4.560435897	5.82874359
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.18799341	4.598923077	5.474179487
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.184687605	4.796128205	5.355923077
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.181367352	5.072333333	5.237641026
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.202155306	4.995487179	5.986153846
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.206464455	5.351538462	6.143615385
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.201069254	5.548487179	5.946589744
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.157744019	3.489589744	4.410923077
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.215042137	3.732589744	6.459307692
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.217160302	4.839076923	6.537717949
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.21928268	4.997333333	6.616461538
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.229834405	4.603384615	7.010538462
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.248546212	4.605461538	7.719615385
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.249571132	5.158692308	7.758820513
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.225621667	5.393102564	6.852692308
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.220338986	5.392538462	6.655717949
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.222453605	5.629820513	6.734435897
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.227722759	5.827923077	6.931333333
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.235053663	5.986769231	7.207025641
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.2277166	6.499564103	6.931102564
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.231911595	6.658051282	7.088615385
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.235049587	6.460871795	7.206871795
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.242327396	6.738230769	7.482538462
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.230860237	7.132051282	7.049076923
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.218195479	7.802307692	6.576102564
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.27500923	5.635666667	8.743512821
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.352198426	4.024871795	11.85617949
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.311701913	5.876948718	10.201
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.275003333	6.346820513	8.743282051
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.267936736	6.267	8.467538462
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.259807002	6.266076923	8.152384615
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.254696611	6.186487179	7.955435897
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.258784934	6.503	8.112923077
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.263875464	6.661615385	8.309820513
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.259795717	7.569846154	8.151948718
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.241277229	8.160410256	7.442641026
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.238156935	8.594666667	7.324333333
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.251597331	8.635666667	7.836435897
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.259790407	8.162487179	8.15174359
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.275998746	7.571692308	8.78225641
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.28201585	7.769923077	9.018538462
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.268941432	7.136282051	8.506641026
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.276003328	7.018564103	8.782435897
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.282024317	6.782205128	9.018871795
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.2850201	7.098615385	9.136948718
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.301881519	6.626461538	9.806820513
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.299906446	7.021307692	9.727897436
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.297929651	7.258153846	9.649025641
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.304825114	7.575	9.924666667
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.312663269	7.812974359	10.23974359
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.30088409	7.969641026	9.766948718
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.307765349	8.167974359	10.04264103
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.30972424	8.32625641	10.12138462
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.301867413	8.246307692	9.80625641
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.295942735	8.285128205	9.569871795
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.288992197	8.758435897	9.293948718
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.274982368	8.717307692	8.742461538
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.268924968	9.032692308	8.506
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.263852314	9.308692308	8.308923077
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.279999555	9.310512821	8.939230769
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.279996293	9.666102564	8.939102564
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.341682616	6.749692308	11.42192308
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.334000858	7.143846154	11.10664103
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.319492168	7.063128205	10.51574359
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.331104045	7.933692308	10.98817949
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.322396417	8.248717949	10.63353846
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.331099651	8.447282051	10.988
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.329165811	8.921153846	10.90905128
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.316553903	9.27525641	10.39682051
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.310694014	9.353589744	10.16041026
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.317525149	9.551923077	10.43610256
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.313623942	9.67	10.27848718
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.32044111	9.828820513	10.55420513
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.311666907	9.985820513	10.19958974
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.303819679	10.18246154	9.884384615
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.296916945	10.06312821	9.608666667
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.307743645	10.73602564	10.04176923
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.310680001	11.01294872	10.15984615
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.309696832	11.5264359	10.12028205
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.319460525	10.85592308	10.51446154
Sugiura et al. 2009	TD	Pyrus	Pyrus serotina	whole plant	Diffuse-porous	7.8	0.328186272	10.58041026	10.86910256
